height,height_source,floors,lon,lat
5.1,estimated,1.1,12.487273553023142,41.89097518067168
6.7,estimated,1.1,12.490966175491293,41.89024842523954
20.0,osm,2.5,12.508652033645932,41.885710441208296
14.0,estimated,1.5,12.484539452366294,41.89576389403974
7.8,estimated,1.1,12.486196143026806,41.887287371746396
4.6,estimated,1.1,12.487472322839123,41.89089007480055
9.7,estimated,1.5,12.484559668994136,41.89183549133264
0.3,osm,1.1,12.489038762301435,41.889592669195025
5.8,estimated,1.1,12.486242913080465,41.88908485009391
5.9,estimated,1.1,12.488552132154286,41.89890610114578
5.1,estimated,1.0,12.506899001973073,41.90405230880907
6.1,estimated,1.4,12.470522108285373,41.89218147246105
5.9,estimated,1.4,12.473075973573593,41.89895717017986
6.2,estimated,1.1,12.486284106256436,41.89223416172593
5.4,estimated,1.2,12.484723167102207,41.89265005250785
5.3,estimated,1.1,12.484748900165783,41.89269352886691
10.1,estimated,1.3,12.48478191692296,41.89206044533056
0.3,osm,1.0,12.4891030003318,41.88956979596169
12.3,estimated,1.5,12.486702091770333,41.89288481773094
5.0,estimated,1.1,12.485879312379637,41.890988896903984
5.9,estimated,1.1,12.486240866006952,41.894931647584805
7.2,estimated,1.3,12.486325675106734,41.897990163097205
6.5,estimated,1.4,12.49814573601707,41.88711970852207
5.0,osm,1.5,12.501072457741417,41.90147415966612
5.9,estimated,1.1,12.486411950000017,41.89226424403846
7.6,estimated,1.9,12.469778365749814,41.89168782990982
5.9,estimated,1.4,12.487314615253293,41.887678023698335
4.8,estimated,1.1,12.48624101374268,41.892298011867254
10.1,estimated,1.4,12.484974787713076,41.891991217288705
7.4,estimated,1.1,12.487806472634757,41.887020250702456
6.5,estimated,1.1,12.487771498507438,41.886991483395576
5.3,estimated,1.1,12.487305558555823,41.88799882101383
5.1,estimated,1.1,12.4869728774136,41.88706406332593
7.6,estimated,1.4,12.484578379775089,41.892469500468486
3.8,estimated,1.0,12.499664441533215,41.87735257570082
14.4,estimated,1.5,12.489674131928483,41.89132972632322
12.5,estimated,1.5,12.486265053076776,41.8925974469006
12.5,estimated,1.5,12.485960214587195,41.89233049681362
6.8,estimated,1.1,12.487257944995873,41.891557589507556
12.1,estimated,1.5,12.486259677602547,41.89459568066563
4.9,estimated,1.4,12.507193839614915,41.895829758804176
8.5,estimated,1.2,12.48640647691241,41.891527658948206
4.7,estimated,1.1,12.48468576981007,41.89239018202612
4.9,estimated,1.2,12.487613482899315,41.88835329500446
5.1,estimated,1.2,12.48469614055396,41.89241879467415
7.7,estimated,1.2,12.486832391582283,41.89123692552823
6.2,estimated,1.3,12.485837149999764,41.895279844039756
5.4,estimated,1.4,12.49697396284979,41.89112658756167
4.1,estimated,1.2,12.47245625597148,41.88846563262904
5.2,estimated,1.0,12.485447264389638,41.887462400506855
5.3,estimated,1.0,12.489531974730848,41.89053250784392
5.8,estimated,1.2,12.477820046814623,41.88427262020283
10.0,estimated,1.4,12.484497268980338,41.892229391327845
4.6,estimated,1.2,12.485877503467751,41.889372290674736
4.6,estimated,1.3,12.486028212457947,41.88936455887976
12.3,estimated,1.5,12.486448387901842,41.89238459215855
12.4,estimated,2.0,12.453330261387507,41.906023260260106
8.5,estimated,1.3,12.488021807261287,41.8869373761508
9.5,estimated,2.3,12.48532268763055,41.88856529446564
6.6,estimated,1.4,12.48516300738529,41.88874684069349
6.5,estimated,1.6,12.485097419717588,41.88870276597606
7.6,estimated,2.1,12.48514488329861,41.88847787129144
7.1,estimated,2.0,12.484974175157676,41.888650280431655
5.4,estimated,1.6,12.492457455462755,41.87885702890958
6.3,estimated,1.3,12.485753049999722,41.895352444039766
5.3,estimated,1.1,12.48435283288273,41.892091908483856
11.1,estimated,1.4,12.485201216520908,41.891852351751105
4.2,estimated,1.3,12.493369067424883,41.87742865393343
4.0,estimated,1.0,12.452207555553342,41.898553054534545
7.1,estimated,1.1,12.487607742920513,41.88754904033346
10.7,estimated,1.4,12.484366468952764,41.89215159132829
9.0,estimated,1.4,12.484357350946036,41.89213649877064
8.8,estimated,1.4,12.484396219478528,41.89214876628171
9.2,estimated,1.4,12.484377696931018,41.89213790170757
7.0,estimated,2.2,12.491075203336594,41.88129527108143
6.4,estimated,1.2,12.485593818050823,41.895489854972865
0.8,osm,1.7,12.478850681094862,41.90099607048214
8.4,estimated,1.7,12.487389287471256,41.88730526550441
7.8,estimated,1.7,12.48802383819879,41.88783112350183
